Admin1,Facility name,Facility type,Lat,Long
Amhara,Donkez Zantira Clinic,Clinic,12.4995,37.6254
Amhara,Dorera Clinic,Clinic,11.5645,38.9204
Amhara,Doro Wuha Health Post,Health Post,12.8727,37.7838
Amhara,Doromamaye Clinic,Clinic,12.9395,37.9149
Amhara,Dote Glatana Mana Tunaja// Clinic,Clinic,11.5416,38.8021
Amhara,Dre Clinic,Clinic,8.9881,39.61
Amhara,Dubaba Clinic,Clinic,12.4517,35.746
Amhara,Dubaba Clinic,Clinic,12.5909,35.6972
Amhara,Duda Arba Health Post,Health Post,11.5156,39.6992
Amhara,Dula Ejoroqa Clinic,Clinic,10.311,40.0456
Amhara,Dulit Yegelda Clinic,Clinic,10.4021,39.8648
Amhara,Durbete Health Centre,Health Centre,11.3537,36.9539
Amhara,Durlebes Health Post,Health Post,11.9142,39.6202
Amhara,Ebinat Health Centre,Health Centre,12.1297,38.0555
Amhara,Ejersa Clinic,Clinic,11.4321,39.8115
Amhara,Embachko Guna Guna Clinic,Clinic,12.0287,38.0904
Amhara,Enabara Clinic,Clinic,10.5415,36.735
Amhara,Enebse Sar Midir Health Post,Health Post,10.9724,38.2847
Amhara,Enegade Health Post,Health Post,11.1773,37.5506
Amhara,Enemi Yedit Clinic,Clinic,10.7495,38.1908
Amhara,Enemochera Clinic,Clinic,10.5211,37.9216
Amhara,Enewarie Health Centre,Health Centre,9.8907,39.1429
Amhara,Enewenid Clinic,Clinic,10.3968,37.2141
Amhara,Engida Washa Health Post,Health Post,9.9114,39.4931
Amhara,Engida Washa Health Post,Health Post,9.9212,39.3855
Amhara,Engida Washa Health Post,Health Post,9.9227,39.3829
Amhara,Enguti Clinic,Clinic,11.4312,37.1204
Amhara,Enidewa Health Post,Health Post,11.4625,38.6434
Amhara,Enidote Health Post,Health Post,11.0267,38.9783
Amhara,Ergoye Clinic,Clinic,13.2534,36.8013
Amhara,Ergoye Clinic,Clinic,13.2722,36.7563
Amhara,Ergoye Clinic,Clinic,13.2936,36.8419
Amhara,Ergoye Clinic,Clinic,13.3186,36.7991
Amhara,Esala Diridira Clinic,Clinic,11.4352,37.3094
Amhara,Esetumite Clinic,Clinic,11.8067,37.0795
Amhara,Esikinidirawit Clinic,Clinic,11.6689,38.5678
Amhara,Esitifanos Clinic,Clinic,12.0535,37.8488
Amhara,Estayish Clinic,Clinic,11.8322,39.1473
Amhara,Estie Health Centre,Health Centre,11.605,38.0551
Amhara,F/Selam Health Centre,Health Centre,10.698,37.258
Amhara,Fachena Clinic,Clinic,12.898,37.173
Amhara,Fagita Tuj Clinic,Clinic,11.0606,37.046
Amhara,Fari Jegola Health Centre,Health Centre,11.0988,36.9593
Amhara,Farsi Muri Clinic,Clinic,10.4708,40.0377
Amhara,Felege Berhan Clinic,Clinic,11.267,37.2887
Amhara,Felege Birhan Health Centre,Health Centre,10.7396,38.0695
Amhara,Felege Hiwot Referal Hospital,Referral Hospital,11.6043,37.3688
Amhara,Felege Hiyiwet Health Post,Health Post,10.9177,38.3002
Amhara,Fendika Town Clinic,Clinic,11.5663,36.484
Amhara,Fenigeta Health Centre,Health Centre,11.0919,37.3916
Amhara,Fenja Barcha Health Post,Health Post,12.4161,37.2835
Amhara,Feres Bar Clinic,Clinic,10.9886,38.8843
Amhara,Feres Bet Clinic,Clinic,10.4954,39.546
Amhara,Feresbet Health Centre,Health Centre,10.8428,37.6053
Amhara,Feresi Wega Clinic,Clinic,11.3647,37.397
Amhara,Feresi Wega Clinic,Clinic,11.3823,37.4089
Amhara,Feresmegriya[] Clinic,Clinic,11.6477,39.1117
Amhara,Feresmegriya[] Clinic,Clinic,11.6725,39.1207
Amhara,Ferifer Clinic,Clinic,12.296,37.8942
Amhara,Feta Clinic,Clinic,10.7891,38.9602
Amhara,Fetekoma Clinic,Clinic,10.95,39.8751
Amhara,Fetelo Kusquam Health Post,Health Post,11.2851,37.5888
Amhara,Fetra Health Station,Health Station,9.2333,37.6833
Amhara,Finote Birihan Health Post,Health Post,10.9001,38.2391
Amhara,Finote Selam Hospital,Hospital,10.6913,37.2662
Amhara,Gafti Gunkan Clinic,Clinic,10.8574,37.1938
Amhara,Gagibiyana Shemawala// Clinic,Clinic,11.5683,38.781
Amhara,Gagibiyana Shemawala// Clinic,Clinic,11.5758,38.7367
Amhara,Galemot Health Centre,Health Centre,10.7875,38.8799
Amhara,Gana Yohanis Health Post,Health Post,12.581,37.2563
Amhara,Ganchere Clinic,Clinic,11.6135,39.0364
Amhara,Ganchere Clinic,Clinic,11.6228,39.0412
Amhara,Garasge Health Centre,Health Centre,12.0037,36.6847
Amhara,Garero Health Centre,Health Centre,11.2738,39.9942
Amhara,Gasay Health Station,Health Station,11.8,38.1333
Amhara,Gasha Jagera Clinic,Clinic,13.0187,38.1717
Amhara,Gashena Clinic,Clinic,11.6793,38.9255
Amhara,Gay Webishet Wniderit Clinic,Clinic,10.6248,37.1434
Amhara,Gaza Clinic,Clinic,12.7238,36.9919
Amhara,Gazgibla Clinic 1,Clinic,12.3859,39.0798
Amhara,Gazgibla Clinic 2,Clinic,12.2931,38.9941
Amhara,Gazgibla Clinic 3,Clinic,12.2747,39.1089
Amhara,Gebre Amba Health Post,Health Post,11.7854,39.5079
Amhara,Gebre Amba Health Post,Health Post,11.7944,39.4979
Amhara,Gebreal Clinic,Clinic,10.1541,39.4117
Amhara,Gedamawit Clinic,Clinic,11.0143,37.8171
Amhara,Gedeb Giorgis Clinic,Clinic,10.6002,38.3246
Amhara,Gedeba Health Post,Health Post,12.1468,39.5309
Amhara,Gedebge Health Station,Health Station,12.8585,37.7379
Amhara,Gedo Ber Health Post,Health Post,11.8605,39.5426
Amhara,Gefual Buakesho Health Post,Health Post,12.7799,38.0251
Amhara,Gela Matebiya Clinic,Clinic,12.2193,38.1568
Amhara,Gelawudiwos Clinic,Clinic,11.6273,37.8172
Amhara,Gelego Health Centre,Health Centre,12.2151,35.8981
Amhara,Gelegu Clinic,Clinic,12.3149,35.8864
Amhara,Gelesat Clinic,Clinic,11.937,38.8966
Amhara,Genamechawecha Clinic,Clinic,11.7561,37.9572
Amhara,Genbot Haya Clinic,Clinic,10.079,39.4694
Amhara,Genda Wuha Health Post,Health Post,12.7344,36.4439
Amhara,Genedewoin Health Centre,Health Centre,10.9274,38.0876
Amhara,Genet Mariyam Clinic,Clinic,11.9489,39.1202
Amhara,Genete Mariyam Clinic,Clinic,11.2691,37.8683
Amhara,Genetie Health Centre,Health Centre,10.45,39.45
Amhara,Genetina Akababiw Clinic,Clinic,10.2123,37.3813
Amhara,Geniz Clinic,Clinic,13.0601,38.2359
Amhara,Gentegna Clinic,Clinic,11.9441,38.1414
Amhara,Gerado Health Post,Health Post,11.751,39.634
Amhara,Gerba Health Centre,Health Centre,11.15,39.9166
Amhara,Gerbabo Clinic,Clinic,11.3774,39.9043
Amhara,Gerbi Dire Gelma Clinic,Clinic,10.2587,40.0437
Amhara,Gerbi Mesena Health Post,Health Post,10.7258,39.831
Amhara,Gerbi Mud Wachu Clinic,Clinic,10.2601,39.9946
Amhara,Geren Health Post,Health Post,9.948,38.9714
Amhara,Gerezewiya Clinic,Clinic,10.804,39.1131
Amhara,Geshoge Clinic,Clinic,10.6315,39.7173
Amhara,Geter Meda Clinic,Clinic,11.9964,39.1036
Amhara,Gew Morgazh Health Post,Health Post,10.1112,39.1865
Amhara,Gewana Kotana Clinic,Clinic,12.5491,38.0882
Amhara,Gezamin Dibit Health Post,Health Post,10.9577,38.0384
Amhara,Gib Asra Mariyam Clinic,Clinic,11.6021,37.9503
Amhara,Gideb Werego Health Post,Health Post,10.0603,38.929
Amhara,Gimjabet Health Centre,Health Centre,10.85,36.8833
Amhara,Ginager Health Centre,Health Centre,9.3,39.5333
Amhara,Ginaza Selikisa Clinic,Clinic,12.1135,37.7398
Amhara,Ginb Geregera Clinic,Clinic,11.1766,37.6068
Amhara,Girakidamina Akababiw Clinic,Clinic,10.4177,37.4712
Amhara,Girar Amiba Clinic,Clinic,10.6639,39.6516
Amhara,Girarma Yeshel Health Centre,Health Centre,10.8526,37.4568
Amhara,Girbi Clinic,Clinic,11.8232,37.9672
Amhara,Giret Health Post,Health Post,10.037,39.068
Amhara,Gishabay Health Centre,Health Centre,10.994,37.206
Amhara,Gishina Clinic,Clinic,11.3501,37.9914
Amhara,Gobadin Clinic,Clinic,11.2877,38.8223
Amhara,Gobegob Health Centre,Health Centre,11.7516,38.3907
Amhara,Gobera Health Post,Health Post,10.8529,39.9678
Amhara,Gobez Marim Health Station,Health Station,10.8496,37.4386
Amhara,Goda Gelana Clinic,Clinic,10.7351,39.9074
Amhara,Goda Gelana Health Post,Health Post,10.7447,39.9277
Amhara,Goda Health Post,Health Post,11.532,39.6635
Amhara,Gofichima Clinic,Clinic,10.3237,37.3784
Amhara,Goga Clinic,Clinic,12.4792,38.2159
Amhara,Gohala Health Centre,Health Centre,12.3952,38.0811
Amhara,Gohaza Jurina Demibeza Clinic,Clinic,11.5715,37.6298
Amhara,Gohe Clinic,Clinic,10.1561,39.5532
Amhara,Gola Halo Health Post,Health Post,11.7367,39.7434
Amhara,Golaferes Megiriya Health Post,Health Post,11.7824,39.6347
Amhara,Golbo Arba Clinic,Clinic,10.5554,39.986
Amhara,Golehito Clinic,Clinic,10.8742,39.0982
Amhara,Goli Wikima Clinic,Clinic,10.6924,38.2699
Amhara,Golye Clinic,Clinic,11.4181,39.6011
Amhara,Gomadur Clinic,Clinic,10.7466,37.9135
Amhara,Gomenige Health Post,Health Post,11.654,38.4435
Amhara,Gomer Dond Clinic,Clinic,10.4805,36.8632
Amhara,Gondar Health Centre,Health Centre,12.603,37.4685
Amhara,Gondar Referal Hospital,Referral Hospital,12.6183,37.4555
Amhara,Gonid Ebirarag Clinic,Clinic,12.4399,37.7336
Amhara,Gonji Health Station,Health Station,11.2167,37.6667
Amhara,Gorebela Health Centre,Health Centre,9.5833,39.7333
Amhara,Gorgora Health Centre,Health Centre,12.2356,37.2907
Amhara,Gosh Clinic,Clinic,10.1484,39.2942
Amhara,Gosh Meda Clinic,Clinic,11.5358,39.2473
Amhara,Gosh Weha Health Post,Health Post,11.7631,39.5816
Amhara,Goshbado Clinic,Clinic,9.7394,39.4332
Amhara,Gramta Clinic,Clinic,12.7632,37.4467
Amhara,Grar Wuha Clinic,Clinic,13.4448,36.3412
Amhara,Gshen Clinic,Clinic,11.5067,39.356
Amhara,Guarhe Jibjiba Clinic,Clinic,12.3583,37.1257
Amhara,Guayi Clinic,Clinic,10.2703,37.3064
Amhara,Guayi Health Centre,Health Centre,10.2739,37.3171
Amhara,Gubarja Health Post,Health Post,11.805,39.6365
Amhara,Guchereb Clinic,Clinic,13.0941,37.6855
Amhara,Gudalema Clinic,Clinic,10.2362,37.8916
Amhara,Gudoberet Zuria  Health Post,Health Post,9.8,39.6833
Amhara,Guge Ensuyi Clinic,Clinic,11.6039,37.0302
Amhara,Gulia Beseka Clinic,Clinic,11.4181,38.9083
Amhara,Gulm Denjen Clinic,Clinic,10.5848,37.1044
Amhara,Gumer Clinic,Clinic,10.2116,39.4526
Amhara,Gumuro Clinic,Clinic,10.66,39.1629
Amhara,Guna Gedeba Clinic,Clinic,11.678,38.2917
Amhara,Gunidil Jigirita Clinic,Clinic,10.9093,37.1562
Amhara,Gunter Health Post,Health Post,12.8256,37.741
Amhara,Gura Amba Dilmo Dena Clinic,Clinic,11.7337,37.7753
Amhara,Guramba Batana Chanqua Clinic,Clinic,12.359,37.3449
Amhara,Gureta Health Post,Health Post,10.7706,39.3164
Amhara,Gurnaba Clinic,Clinic,13.0199,37.6479
Amhara,Gushashen Clinic,Clinic,10.7798,37.0472
Amhara,Gwasa Meda Clinic,Clinic,11.2699,39.378
Amhara,Habru Ligo Health Post,Health Post,11.6023,39.7695
Amhara,Hadere Clinic,Clinic,11.4997,39.8753
Amhara,Hagere Genet Health Post,Health Post,10.7809,38.3145
Amhara,Hagere Selam Tsidim Clinic,Clinic,10.2455,38.2135
Amhara,Haik Health Centre,Health Centre,11.305,39.6735
Amhara,Haleku Clinic,Clinic,10.4684,38.6708
Amhara,Hamusit Clinic,Clinic,11.3699,39.5904
Amhara,Hamusit Clinic,Clinic,11.7311,39.0058
Amhara,Hamusit Health Station,Health Station,11.7803,37.5668
Amhara,Hamusit Health Station,Health Station,11.7833,37.5667
Amhara,Hana Mariam Clinic,Clinic,12.4154,37.0829
Amhara,Hana Mekuwat Clinic,Clinic,11.7016,38.7093
Amhara,Hansewuhana Tsebelet Clinic,Clinic,11.8099,38.6766
Amhara,Harbu Health Centre,Health Centre,10.9209,39.7758
Amhara,Haro Health Post,Health Post,11.7876,39.7929
Amhara,Haro Health Post,Health Post,11.8057,39.801
Amhara,Haroge Clinic,Clinic,11.2002,38.9187
Amhara,Harogenda Sobage Health Post,Health Post,9.997,38.881
Amhara,Haroye Clinic,Clinic,11.2538,39.5127
Amhara,Hawariat Health Post,Health Post,11.9217,38.5266
Amhara,Hayelemariyam Machora Clinic,Clinic,10.5782,39.8339
Amhara,Hider 11 Hospital,Hospital,10.8579,39.1734
Amhara,Hitach Clinic,Clinic,11.2577,39.6828
Amhara,Hiywot Selam Clinic,Clinic,10.8739,37.8076
Amhara,Hula Tekuye Clinic,Clinic,10.559,39.9385
Amhara,Huletu Simina Clinic,Clinic,11.738,38.0471
Amhara,Huletwanomagera Clinic,Clinic,11.8532,38.1052
Amhara,Injafat Clinic,Clinic,12.1511,39.2362
Amhara,Jahemala Clinic,Clinic,11.6042,36.6032
Amhara,Jahemala Clinic,Clinic,11.6898,36.6418
Amhara,Jama Didik Clinic,Clinic,10.1363,37.8966
Amhara,Jambi Clinic,Clinic,10.5557,36.8213
Amhara,Jan Belew Health Post,Health Post,13.0986,38.368
Amhara,Janbelew Clinic,Clinic,13.0113,37.8973
Amhara,Jangua Mariamna Jangua Abriham Health Post,Health Post,12.369,37.2949
Amhara,Janikaw Kunjiba Clinic,Clinic,12.8179,37.4538
Amhara,Jansuma Clinic,Clinic,12.9285,36.8494
Amhara,Jara Gedo Health Station,Health Station,11.4,37.8833
Amhara,Jara Kechema Clinic,Clinic,10.5012,39.9446
Amhara,Jara Shekra Clinic,Clinic,11.9603,38.0923
Amhara,Jari Clinic,Clinic,11.3629,39.6495
Amhara,Jeberana Goza Clinic,Clinic,11.7391,39.1664
Amhara,Jemedo Health Post,Health Post,12.2652,39.4143
Amhara,Jeremis Clinic,Clinic,10.4575,38.0886
Amhara,Jerjero Health Post,Health Post,11.2068,39.9013
Amhara,Jerota Health Post,Health Post,12.2711,39.6285
Amhara,Jeweha Negeso Clinic,Clinic,10.099,39.9676
Amhara,Jib Amba Clinic,Clinic,9.9637,39.8377
Amhara,Jiga Health Centre,Health Centre,10.6704,37.3711
Amhara,Jihur Health Centre,Health Centre,10.0188,39.2403
Amhara,Jimat Enikokima Clinic,Clinic,10.6468,37.3343
Amhara,Jingir Clinic,Clinic,13.0199,37.43
Amhara,Jirota Health Post,Health Post,10.6737,39.9416
Amhara,Jiru Menebuku Health Centre,Health Centre,10.727,38.6548
Amhara,Jojohi Health Post,Health Post,12.6879,37.7489
Amhara,Joldeyeti Health Centre,Health Centre,11.2691,39.9484
Amhara,Jomora Clinic,Clinic,10.72,36.6274
Amhara,Kabi Abo Clinic,Clinic,11.355,36.6418
Amhara,Kabie Health Centre,Health Centre,10.8226,39.475
Amhara,Kabo Hager Health Centre,Health Centre,11.1216,39.2957
Amhara,Kalim Health Post,Health Post,11.9148,39.5369
Amhara,Kame Health Centre,Health Centre,11.2149,39.9716
Amhara,Kanat Clinic,Clinic,11.8099,38.0652
Amhara,Kara Kore Health Station,Health Station,10.4229,39.9338
Amhara,Kara Legoma Clinic,Clinic,10.364,39.9019
Amhara,Kareha Clinic,Clinic,12.9494,37.8112
Amhara,Karena Health Centre,Health Centre,12.2914,36.9445
Amhara,Kdste Hana Clinic,Clinic,11.8961,37.5921
Amhara,Kebele Clinic,Clinic,11.1813,38.2802
Amhara,Kebele Clinic,Clinic,11.2806,38.5164
Amhara,Kebele Clinic,Clinic,11.4263,38.1535
Amhara,Kebele Clinic,Clinic,11.4478,38.5235
Amhara,Kebele Clinic,Clinic,11.4603,38.3665
Amhara,Kebele Health Centre,Health Centre,11.1108,40.0412
Amhara,Kebele Health Post,Health Post,11.2265,38.238
Amhara,Kebele Health Post,Health Post,11.2348,38.4093
Amhara,Kebele Health Post,Health Post,11.2729,38.3165
Amhara,Kebele Health Post,Health Post,11.4323,38.2284
Amhara,Kebele Health Post,Health Post,11.4395,38.4783
Amhara,Kebele Health Post,Health Post,11.4496,38.2052
Amhara,Kebele Health Post,Health Post,11.4655,38.29
Amhara,Kebele Health Post,Health Post,11.4847,38.2338
Amhara,Kebele Health Post,Health Post,11.4936,38.3938
Amhara,Kebele Health Post,Health Post,11.5019,38.2772
Amhara,Kebtele Clinic,Clinic,11.9613,36.4738
Amhara,Kechkem Fenta Clinic,Clinic,12.8365,37.371
Amhara,Kejema Health Post,Health Post,11.7124,39.8143
Amhara,Kelad Giyorgis Clinic,Clinic,10.3021,39.1387
Amhara,Keladuha Clinic,Clinic,10.2653,39.7013
Amhara,Kelela Health Centre,Health Centre,10.5853,39.0135
Amhara,Keley Shelto Clinic,Clinic,12.3464,38.0132
Amhara,Kemer Dengay Clinic,Clinic,10.0803,39.3598
Amhara,Kemise Akababi Health Post,Health Post,10.7633,39.8588
Amhara,Kemissie Health Centre,Health Centre,10.719,39.8572
Amhara,Kenta Clinic,Clinic,13.0832,37.6123
Amhara,Keranio Health Centre,Health Centre,10.9666,37.9666
Amhara,Kes Kebele Health Post,Health Post,11.8695,39.7663
Amhara,Kessa Health Station,Health Station,10.8957,36.9729
Amhara,Kewzeba Clinic,Clinic,12.4808,38.922
Amhara,Key Afer Clinic,Clinic,11.8685,39.1206
Amhara,Key Afer Clinic,Clinic,12.8458,37.1332
Amhara,Key Amba Health Post,Health Post,11.8377,39.4836
Amhara,Key Mebirat Clinic,Clinic,10.8145,38.9247
Amhara,Kidisige Clinic,Clinic,10.496,38.2811
Amhara,Kila Clinic,Clinic,11.9378,38.8057
Amhara,Kile Udame Health Post,Health Post,11.7887,39.7026
Amhara,Kilelet Health Post,Health Post,11.2398,37.5596
Amhara,Kilewa Health Post,Health Post,11.73,39.8605
Amhara,Kimir Dengay Health Centre,Health Centre,11.8079,38.2083
Amhara,Kinevi Clinic,Clinic,12.115,36.1921
Amhara,Kirakir Health Station,Health Station,13.2292,37.2529
Amhara,Kirar Zebzeba Clinic,Clinic,13.0817,37.9292
Amhara,Kob Clinic,Clinic,12.2118,38.6598
Amhara,Kobo Tetera Health Post,Health Post,12.2771,39.5071
Amhara,Koho Clinic,Clinic,11.6292,39.5695
Amhara,Kokora Clinic,Clinic,13.2159,37.1587
Amhara,Kolabo Health Post,Health Post,11.4852,39.7888
Amhara,Kolabo Health Post,Health Post,11.547,39.7974
Amhara,Koladba Health Centre,Health Centre,12.4216,37.3209
Amhara,Kolamote Clinic,Clinic,11.058,39.4781
Amhara,Kolaqo Clinic,Clinic,10.224,39.3551
Amhara,Kombolcha Health Centre,Health Centre,11.0868,39.736
Amhara,Kometse Abeje Clinic,Clinic,11.2636,38.1531
Amhara,Konch Gosheye Clinic,Clinic,11.1923,37.4658
Amhara,Konch Gosheye Health Post,Health Post,11.1901,37.4622
Amhara,Koni Senikisita Clinic,Clinic,10.789,37.2094
Amhara,Kopafo Health Centre,Health Centre,11.3214,39.9205
Amhara,Koratafisana Mierafe Mariyam Clinic,Clinic,11.7592,37.4599
Amhara,Kore Meda Clinic,Clinic,10.4335,39.9295
Amhara,Kore Tenkere Health Post,Health Post,11.2233,37.6293
Amhara,Korma Gefiya Clinic,Clinic,9.579,39.5061
Amhara,Korma Health Post,Health Post,8.9631,39.5008
Amhara,Koso Amba Health Post,Health Post,11.8458,39.2752
Amhara,Koso Yeambaras Health Post,Health Post,12.7507,37.564
Amhara,Koso Zira Clinic,Clinic,10.7763,38.0236
Amhara,Kosoro Clinic,Clinic,11.1949,39.7152
Amhara,Kotet Clinic,Clinic,10.8712,38.6511
Amhara,Kotti Health Post,Health Post,11.3732,37.4546
Amhara,Kotu Health Centre,Health Centre,9.3833,39.4
Amhara,Kuchi Health Station,Health Station,10.484,37.0221
Amhara,Kul Baynie Health Post,Health Post,11.5884,39.8231
Amhara,Kul Baynie Health Post,Health Post,11.5916,39.7949
Amhara,Kulalana Gitiba Clinic,Clinic,11.6971,37.5423
Amhara,Kule Health Post,Health Post,11.6972,39.6892
Amhara,Kulf Amba Health Post,Health Post,11.8605,39.3803
Amhara,Kuli Clinic,Clinic,10.6839,36.3923
Amhara,Kundi Najarjor Clinic,Clinic,11.3513,39.4551
Amhara,Kunzela Health Centre,Health Centre,11.874,37.0258
Amhara,Kupor Clinic,Clinic,10.6676,36.7583
Amhara,Kurfit Health Post,Health Post,10.4791,39.4414
Amhara,Kurkur Health Centre,Health Centre,11.137,39.1642
Amhara,Kusaye Chefe Health Post,Health Post,10.0199,38.8048
Amhara,Kushayna Mojjowa Clinic,Clinic,12.6559,37.0276
Amhara,Kutaber Health Centre,Health Centre,11.2729,39.5406
Amhara,Kuy Health Centre,Health Centre,10.5053,37.9867
Amhara,Kwaliha Clinic,Clinic,11.7847,37.9186
Amhara,Lagnawatayena Tachingaw Sar Am Health Centre,Health Centre,10.3417,39.9362
Amhara,Laguna Abune Hana Clinic,Clinic,11.6422,37.4955
Amhara,Lalibela Clinic,Clinic,11.5074,36.9499
Amhara,Lalibela Clinic,Clinic,11.5154,36.9539
Amhara,Lalibela Hospital,Hospital,12.0333,39.0333
Amhara,Lam Dinigay Health Post,Health Post,11.7987,39.3199
Amhara,Lam Washa Clinic,Clinic,9.9418,39.0986
Amhara,Lamba Arbayitu Insisa Clinic,Clinic,12.3438,37.5162
Amhara,Laste Gerado Health Post,Health Post,11.8544,39.7002
Amhara,Lata Amba Clinic,Clinic,11.685,37.2118
Amhara,Lata Amba Clinic,Clinic,11.7053,37.1614
Amhara,Lay Alawuha Health Post,Health Post,11.8577,39.677
Amhara,Layber Ersha Lemat Clinic,Clinic,10.5808,37.1695
Amhara,Layiyeduge Clinic,Clinic,12.3603,37.4855
Amhara,Ledina Akababiw Clinic,Clinic,10.2905,38.3285
Amhara,Lehulum Selam Clinic,Clinic,11.2509,37.1757
Amhara,Lelima Dedana Clinic,Clinic,10.8398,37.1676
Amhara,Lemi Health Centre,Health Centre,9.8029,38.9017
Amhara,Lemlem Amba Clinic,Clinic,10.1396,39.7861
Amhara,Lemlem Amba Clinic,Clinic,10.5766,38.5328
Amhara,Lencha Health Post,Health Post,12.5574,36.401
Amhara,Liben Dankura Clinic,Clinic,11.6905,36.9412
Amhara,Libo Giyorigis Clinic,Clinic,12.1991,37.8754
Amhara,Lich Arida Clinic,Clinic,11.6485,37.8908
Amhara,Lida Health Post,Health Post,11.4928,38.6202
Amhara,Lida Health Post,Health Post,11.5356,38.6612
Amhara,Lijame Clinic,Clinic,11.7983,37.1775
Amhara,Lije Nigus Chat Warka Clinic,Clinic,10.9815,37.6305
Amhara,Limado Debresina Clinic,Clinic,11.9193,38.0909
Amhara,Limon Zoge Clinic,Clinic,11.3862,38.0502
Amhara,Liquama Health Centre,Health Centre,10.654,39.1568
Amhara,Liuli Health Post,Health Post,10.7517,38.4126
Amhara,Liwaer Health Post,Health Post,13.235,38.5136
Amhara,Liwaye Ashama Gedayat Clinic,Clinic,11.7193,38.0788
Amhara,Loma Clinic,Clinic,12.9618,37.9944
Amhara,Lomiwuha Clinic,Clinic,10.4785,38.716
Amhara,Lugo Burqabuna Clinic,Clinic,10.3838,39.9984
Amhara,Lumamei Health Centre,Health Centre,10.2421,37.9351
Amhara,Macha Clinic,Clinic,12.5583,37.7664
Amhara,Madoye Clinic,Clinic,11.2089,38.0508
Amhara,Mahabere Genet Health Centre,Health Centre,12.6803,38.9614
Amhara,Mahiber Selam Clinic,Clinic,10.4722,38.1395
Amhara,Mahideramariyam Clinic,Clinic,11.7123,37.9272
Amhara,Mahin Clinic,Clinic,12.7851,37.3049
Amhara,Majetie Health Centre,Health Centre,10.4896,39.8569
Amhara,Makefata Clinic,Clinic,10.5499,38.6655
Amhara,Maksegnit Health Centre,Health Centre,12.391,37.5615
Amhara,Malewa Clinic,Clinic,11.5537,39.4512
Amhara,Malgash Clinic,Clinic,10.0306,37.9258
Amhara,Mamed Health Centre,Health Centre,11.1269,39.9942
Amhara,Mankussa Health Centre,Health Centre,10.705,37.175
Amhara,Mare Weniz Clinic,Clinic,13.1672,38.1153
Amhara,Markuma Clinic,Clinic,10.5871,36.897
Amhara,Masero Denb Health Centre,Health Centre,12.9239,37.027
Amhara,Maserut Clinic,Clinic,11.7474,38.6956
Amhara,Masha Health Centre,Health Centre,11.2258,39.0571
Amhara,Mata Meda Clinic,Clinic,11.2728,38.8848
Amhara,Mati Clinic,Clinic,9.9643,39.284
Amhara,Mayagam Clinic,Clinic,13.2948,37.2583
Amhara,Mayagam Clinic,Clinic,13.3448,37.2334
Amhara,Mebel Clinic,Clinic,11.8521,38.8039
Amhara,Medage Clinic,Clinic,12.0476,39.0477
Amhara,Medeb Gubda Clinic,Clinic,11.9888,38.0162
Amhara,Medene Kuniye Health Centre,Health Centre,10.7209,40.0203
Amhara,Meha Atsede Weyin Clinic,Clinic,11.5571,37.7565
Amhara,Mehadid Clinic,Clinic,12.2804,35.7591
Amhara,Mehago Health Post,Health Post,12.2997,39.3977
Amhara,Mehal Meda Health Centre,Health Centre,10.3101,39.6638
Amhara,Mehal Meda Hospital,Hospital,10.3084,39.6582
Amhara,Meka Clinic,Clinic,11.1487,37.9801
Amhara,Meka Zeteng Chika Clinic,Clinic,13.3097,37.8572
Amhara,Mekagna Wuha Clinic,Clinic,9.2703,39.6658
Amhara,Mekane Genet Health Post,Health Post,11.0087,38.3609
Amhara,Mekanebirhan Health Centre,Health Centre,13.0191,38.1369
Amhara,Mekaneselam Health Centre,Health Centre,10.741,38.7568
Amhara,Mekanety Health Post,Health Post,11.0111,39.8436
Amhara,Mekela Patriots Memorial Lalibe Hospital,Hospital,12.0369,39.0519
Amhara,Mekereche Segodit Clinic,Clinic,10.8348,37.2612
Amhara,Mekina Clinic,Clinic,11.077,39.2707
Amhara,Mekoy Health Centre,Health Centre,10.6925,39.79
Amhara,Melabesha Health Post,Health Post,10.86,38.4126
Amhara,Melan Lijinet Clinic,Clinic,10.8544,37.3944
Amhara,Mena Medhanialem Clinic,Clinic,11.9445,38.3103
Amhara,Mendefera Health Post,Health Post,12.2461,39.6719
Amhara,Mender Health Post,Health Post,12.95,36.2526
Amhara,Meneguzer Clinic,Clinic,11.836,37.7533
Amhara,Menen Tela Health Post,Health Post,11.7462,39.6678
Amhara,Mengele Gigirsi Health Centre,Health Centre,11.7895,36.7325
Amhara,Menider Meter Clinic,Clinic,10.7521,37.3486
Amhara,Mentawuha Health Centre,Health Centre,10.8481,36.3474
Amhara,Meragna Health Centre,Health Centre,10.2036,39.096
Amhara,Merawi Health Station,Health Station,11.4167,37.1667
Amhara,Mereba Health Post,Health Post,12.9199,37.5418
Amhara,Merji Tenikot Clinic,Clinic,11.3555,37.9047
Amhara,Merma Clinic,Clinic,10.4159,39.9503
Amhara,Merto Health Post,Health Post,11.7377,39.5569
Amhara,Mertulemariam Health Centre,Health Centre,10.8697,38.2694
Amhara,Mesele Clinic,Clinic,10.8909,36.7219
Amhara,Meserbi Health Centre,Health Centre,11.121,39.2308
Amhara,Meshege Clinic,Clinic,11.1219,38.0277
Amhara,Mesheha Clinic,Clinic,13.0842,36.4453
Amhara,Mesheha Health Post,Health Post,12.96,36.4139
Amhara,Mesheha Health Post,Health Post,13.1327,36.5081
